#Time	 Roll 	 Pitch 	 Yaw
1399577443054015619	0.0019531	-0.0166501	0.405957
1399577443069956863	0.00193472	-0.016675	0.405912
1399577443086907480	0.00189457	-0.0166802	0.405909
1399577443118891581	0.00188471	-0.0167254	0.405873
1399577443174815860	0.00188145	-0.0167445	0.405852
1399577443213895127	0.0018646	-0.016771	0.405864
1399577443251917583	0.00184023	-0.0167799	0.405875
1399577443280913730	0.0018091	-0.0168012	0.40589
1399577443324860600	0.00178875	-0.0168126	0.405896
1399577443401861917	0.00178671	-0.0168401	0.405918
1399577443425802991	0.00179294	-0.0168676	0.405927
1399577443441754397	0.00178662	-0.016888	0.405922
1399577443479833545	0.00180183	-0.0169009	0.405967
1399577443579627050	0.00178816	-0.0169225	0.405991
1399577443596711583	0.00180129	-0.0169314	0.405996
1399577443638556658	0.00179888	-0.0169736	0.406003
1399577443661552829	0.00180739	-0.016993	0.406023
1399577443737563562	0.00180262	-0.0170075	0.406057
1399577443760494749	0.00179723	-0.0170072	0.40607
1399577443777530934	0.00180969	-0.0170042	0.406084
1399577443882475851	0.00178263	-0.0170196	0.406094
1399577443900453812	0.00176213	-0.0170266	0.406106
1399577443917431825	0.00173478	-0.0170361	0.40607
1399577443933449697	0.00174436	-0.017053	0.406043
1399577443961696934	0.00172398	-0.0170688	0.406022
1399577444051605365	0.00172859	-0.0171006	0.406042
1399577444098470214	0.00173502	-0.0171053	0.406036
1399577444125348237	0.00173413	-0.0171502	0.406103
1399577444210346742	0.00174138	-0.0171759	0.40612
1399577444227307307	0.00173263	-0.0171718	0.406129
1399577444336293424	0.00175294	-0.0171959	0.406146
1399577444353305558	0.00174895	-0.0172166	0.406198
1399577444369283490	0.00176785	-0.0172305	0.406222
1399577444386182728	0.00175857	-0.0172526	0.406251
1399577444410186069	0.00177543	-0.0172459	0.406261
1399577444438176248	0.00178143	-0.0172486	0.406282
1399577444546130347	0.00176306	-0.017266	0.406258
1399577444563152498	0.00176227	-0.0172966	0.406237
1399577444579108889	0.00175568	-0.0173262	0.406182
1399577444642057495	0.00178709	-0.0173422	0.406167
1399577444658087870	0.00177679	-0.0173342	0.406159
1399577444724986439	0.00175384	-0.0173306	0.40612
1399577444742110696	0.00176003	-0.0173754	0.406088
