#curr_Time	 dx[0]	 dx[1]	 dx[2]	 ddx[0]	 ddx[1]	 ddx[2]	 Fext[2]	 rpycmd[0]	 rpycmd[1]	 rpycmd[2]
1399896588229880791	-4.190206528e-05	-7.450580597e-06	5.765259266e-05	0.002751690324	0.0003287733894	0.001241387567	-2.452500105	0.0002374715509	-0.001704904467	-0.01861766815
1399896588246536791	-5.543231964e-06	-6.568431854e-05	8.653849363e-05	-0.002182937303	0.003496278271	-0.001734272116	-2.452500105	0.002152422457	0.001371828312	-0.01874408726
1399896588254883791	3.659725189e-05	-0.0001142024994	5.837529898e-05	-0.005048557555	0.005812624964	0.00337403599	-2.452500105	0.003568306375	0.003179847601	-0.01877944364
1399896588263175791	-5.012750626e-05	-7.688999176e-05	7.462501526e-05	0.01045889761	-0.004499841859	-0.001959695506	-2.452500105	-0.002584117934	-0.006473926585	-0.01858554343
1399896588279865791	1.108646393e-05	-4.726648331e-05	6.598234177e-05	-0.003667699956	-0.001774923932	0.0005178349499	-2.452500105	-0.001098849096	0.002229977488	-0.0187859494
1399896588296501791	1.341104507e-05	-0.0001240968704	4.983693361e-05	-0.0001397308569	0.004618283962	0.0009705024578	-2.452500105	0.002898828968	0.0001476588676	-0.01861231056
1399896588304934791	-4.386901855e-05	-0.0001064538956	0.0001016259193	0.006792479502	-0.002092168504	-0.006141327396	-2.452500105	-0.001135369569	-0.004197670075	-0.01852916128
1399896588313187791	-2.378225327e-05	-2.717971802e-05	6.406009197e-05	-0.002433845621	-0.009605384793	0.004551724636	-2.452500105	-0.005890213392	0.001364931879	-0.01879527202
1399896588321551791	-2.944469452e-05	-4.631280899e-05	5.216151476e-05	0.0006770046464	0.002287563068	0.001422600553	-2.452500105	0.001435675249	-0.0004054306265	-0.0186961465
1399896588346512791	2.145767212e-05	-0.000133395195	7.193535566e-05	-0.002039276367	0.00348873861	-0.0007921896193	-2.452500105	0.002191225857	0.001301025351	-0.01854616669
1399896588363260791	1.615285873e-05	-8.362531662e-05	7.317960262e-05	0.0003167440139	-0.002971699456	-7.42924864e-05	-2.452500105	-0.001762597735	-0.0002168953886	-0.01873199383
1399896588371530791	-5.948543549e-05	-5.447864532e-05	5.066394806e-05	0.009146077781	-0.003524375126	0.002722561767	-2.452500105	-0.002017804256	-0.005671995411	-0.01867683747
