#curr_Time	 dx[0]	 dx[1]	 dx[2]	 ddx[0]	 ddx[1]	 ddx[2]	 Fext[2]	 rpycmd[0]	 rpycmd[1]	 rpycmd[2]
1399875088	-7.325410843e-05	-5.269050598e-05	1.440942287e-05	0.0003335415011	0.006876632224	-8.870784603e-05	-2.452500105	0.003670732527	-0.0002136810749	0.0002838029638
1399875088	-8.362531662e-05	-4.559755325e-05	-3.524124622e-06	0.001255157688	-0.0008584124419	0.002170376836	-2.452500105	-0.000433056789	-0.0007064581064	0.0002207775331
1399875088	-4.130601883e-05	-7.629394531e-05	3.165006638e-05	-0.002536982777	0.001840205817	-0.002108643608	-2.452500105	0.001012420205	0.001323921684	6.98521789e-05
1399875088	-3.087520599e-05	-2.604722977e-05	-1.247227192e-05	-0.001253402091	-0.006037816932	0.005301890847	-2.452500105	-0.003191053272	0.0006505855845	0.0001867933327
1399875088	-6.711483002e-05	-2.384185791e-05	-5.058944225e-06	0.002173260319	-0.0001322543286	-0.0004445711385	-2.452500105	-5.862342104e-05	-0.001184705905	0.0001605566588
1399875088	-5.650520325e-05	-3.218650818e-06	6.072223186e-06	-0.001273976524	-0.002476381334	-0.001336601775	-2.452500105	-0.001310650479	0.0006476221189	0.0001135601839
1399875088	-2.247095108e-05	-3.957748413e-05	-1.648813486e-05	-0.004050794552	0.004327468785	0.00268515891	-2.452500105	0.002315060162	0.002136779691	0.0002632420903
1399875088	-4.160404205e-05	-7.033348083e-05	9.23871994e-06	0.002312147055	0.003716722369	-0.003108973436	-2.452500105	0.002003051165	-0.00124550982	0.0001709789355
1399875088	-5.096197128e-05	-0.0001047849655	2.774596214e-05	0.001120308263	0.004124446982	-0.002215641501	-2.452500105	0.002236322456	-0.0006191190664	0.0002786746619
1399875088	-7.623434067e-05	-3.87430191e-05	-6.347894669e-06	0.003046677397	-0.007961600368	0.004110140262	-2.452500105	-0.004205170852	-0.001652592235	0.0002500759241
1399875088	-6.27040863e-05	1.120567322e-05	1.624971628e-05	-0.001617500356	-0.005971212769	-0.002701474989	-2.452500105	-0.00316885722	0.0008263543845	3.242013059e-05
1399875088	-6.377696991e-05	-4.529953003e-06	2.117455006e-05	0.0001286559739	0.001886954284	-0.0005905666581	-2.452500105	0.001002300817	-9.949777979e-05	0.0001072306885
1399875088	-1.704692841e-05	-6.783008575e-05	-8.776783943e-06	-0.002808304558	0.003804106429	0.001799965613	-2.452500105	0.002050656244	0.001480433738	0.0001813760296
1399875088	-6.014108658e-05	-0.0001066923141	2.613663673e-05	0.002585614969	0.002331702572	-0.002094777272	-2.452500105	0.001287294592	-0.001399675072	0.0002282969121
1399875088	-8.887052536e-05	-5.424022675e-06	-1.640617847e-05	0.003460555412	-0.01219809885	0.005124422044	-2.452500105	-0.006470327445	-0.001878278885	0.0002340391827
