#curr_Time	 dx[0]	dx[1]	 dx[2]	 ddx[0] ddx[1]  ddx[2]  Fext[2] rpycmd[0]   rpycmd[1]   rpycmd[2]
1.39987e+09	-0.00454956	0.0416634	0.460589	0.0218683	-0.00549921	0.0404442	-2.73039	-0.0193042	-0.0117343	-0.0108427
1.39987e+09	-0.004498	0.0415142	0.460408	-0.00621694	0.0179968	0.0217413	-2.73085	-0.00896464	0.00081527	-0.0105624
1.39987e+09	-0.00465089	0.0414489	0.460045	0.0183319	0.0078259	0.043582	-2.73131	-0.013354	-0.010144	-0.0103325
1.39987e+09	-0.00459421	0.0413436	0.459886	-0.00679577	0.0126197	0.0189796	-2.73177	-0.0112587	0.00100698	-0.0104933
1.39987e+09	-0.00473189	0.0412363	0.459629	0.0163816	0.0127649	0.0306782	-2.73223	-0.0110697	-0.00926328	-0.00984933
1.39987e+09	-0.00464326	0.0411775	0.459477	-0.0107747	0.00715901	0.0184555	-2.73269	-0.0136085	0.00271598	-0.0103212
1.39987e+09	-0.00470245	0.0410573	0.459221	0.00704175	0.0142963	0.030415	-2.73315	-0.010362	-0.00511715	-0.00934168
1.39987e+09	-0.00474066	0.0409772	0.459103	0.00460436	0.00964688	0.0142225	-2.73361	-0.0123519	-0.00407132	-0.009861
1.39987e+09	-0.00458115	0.0408366	0.458936	-0.0191181	0.0168605	0.0200183	-2.73407	-0.00923098	0.00646731	-0.00936513
1.39987e+09	-0.0044747	0.0407423	0.458838	-0.0128043	0.0113346	0.011772	-2.73453	-0.0115812	0.00370384	-0.00934731
1.39987e+09	-0.00455505	0.0405557	0.458634	0.00964069	0.0223924	0.0245523	-2.73499	-0.00656823	-0.00615778	-0.00920197
1.39987e+09	-0.004242	0.0405288	0.458557	-0.0372937	0.00320249	0.0091104	-2.73544	-0.0151552	0.0145181	-0.00922995
1.39987e+09	-0.00430864	0.040381	0.458392	0.00797979	0.0177011	0.0197211	-2.7359	-0.00856058	-0.00533994	-0.00933445
1.39987e+09	-0.00389808	0.0401867	0.458247	-0.0247592	0.0117182	0.00876348	-2.73636	-0.0112256	0.00918666	-0.00923374
1.39987e+09	-0.00348079	0.0399317	0.458097	-0.0249693	0.0152612	0.00899481	-2.73682	-0.00956235	0.0094688	-0.00857131
1.39987e+09	-0.00363219	0.0396702	0.457876	0.0182121	0.0314552	0.0265796	-2.73728	-0.00219443	-0.00951193	-0.00827147
1.39987e+09	-0.00298834	0.0395277	0.457977	-0.0771549	0.0170781	-0.0121639	-2.73774	-0.00875715	0.0324491	-0.00844654
1.39987e+09	-0.0030278	0.0393481	0.457794	0.00472156	0.0214895	0.021946	-2.73819	-0.00649572	-0.00335758	-0.00800553
1.39987e+09	-0.00280815	0.0392245	0.457745	-0.0264279	0.014867	0.00589518	-2.73865	-0.00944209	0.0103752	-0.00815834
1.39987e+09	-0.00230187	0.0390824	0.457819	-0.0606836	0.017032	-0.00888749	-2.73911	-0.00853155	0.0255372	-0.00804011
1.39987e+09	-0.0024122	0.0389997	0.457606	0.0132226	0.00990799	0.0255593	-2.73957	-0.0114229	-0.00688324	-0.00769447
1.39987e+09	-0.00186783	0.0387657	0.45778	-0.0651538	0.0280076	-0.0208167	-2.74002	-0.00359061	0.0276448	-0.0071922
1.39987e+09	-0.00204527	0.0386134	0.457567	0.021271	0.0182557	0.0255509	-2.74048	-0.00757427	-0.0102355	-0.00691816
1.39987e+09	-0.00142038	0.0384806	0.45767	-0.0753529	0.0160136	-0.0124845	-2.74094	-0.0087306	0.0322749	-0.00662873
1.39987e+09	-0.00136149	0.0383602	0.457589	-0.00704245	0.0144057	0.00970832	-2.7414	-0.00922394	0.00247679	-0.00647155
1.39987e+09	-0.00112653	0.0382692	0.457533	-0.0283393	0.0109705	0.00678648	-2.74185	-0.0107454	0.0118915	-0.0063882
1.39987e+09	-0.00056082	0.0382182	0.457689	-0.0677019	0.00610609	-0.0186535	-2.74231	-0.012906	0.0292131	-0.00642951
1.39987e+09	-0.000565946	0.0381607	0.457471	0.000611769	0.00686461	0.0259788	-2.74277	-0.0124581	-0.000572822	-0.00597512
1.39987e+09	0.000187933	0.0383589	0.457806	-0.0908177	-0.0238748	-0.0403682	-2.74323	-0.0260161	0.0393222	-0.00727175
1.39987e+09	0.000871062	0.0381923	0.457934	-0.0409673	0.00999071	-0.00769946	-2.74369	-0.0111493	0.0181702	-0.00645912
1.39987e+09	0.0012542	0.0380566	0.457963	-0.0229989	0.00814692	-0.00170667	-2.74414	-0.0118523	0.0104929	-0.00559762
1.39987e+09	0.0018701	0.0379995	0.458224	-0.0741142	0.00686415	-0.0314661	-2.7446	-0.0124296	0.0329052	-0.00511394
1.39987e+09	0.00188655	0.0378973	0.458146	-0.00195939	0.0121681	0.00932841	-2.74506	-0.00999418	0.0015778	-0.00424123
1.39987e+09	0.00287712	0.037835	0.458177	-0.059504	0.00374518	-0.00189049	-2.74552	-0.013735	0.0270907	-0.00437924
1.39987e+09	0.00391781	0.0379649	0.458282	-0.0623358	-0.00777948	-0.00626214	-2.74598	-0.0188303	0.0286837	-0.00513724
1.39987e+09	0.00496393	0.0380823	0.45849	-0.0629438	-0.00706508	-0.0124984	-2.74643	-0.0185247	0.0293488	-0.00440509
1.39987e+09	0.00520533	0.038088	0.458495	-0.0290631	-0.000688903	-0.000681727	-2.74689	-0.015709	0.014732	-0.00376177
1.39987e+09	0.00568885	0.0381984	0.45869	-0.0576989	-0.0131729	-0.0232446	-2.74735	-0.0211683	0.0272935	-0.00401226
1.39987e+09	0.00617158	0.038152	0.4586	-0.0583014	0.00560051	0.0108411	-2.74781	-0.0130453	0.0279454	-0.00339298
1.39987e+09	0.00696248	0.0381735	0.458501	-0.0945139	-0.00256425	0.011824	-2.74827	-0.0166895	0.0440663	-0.00385572
1.39987e+09	0.00752544	0.0382192	0.458483	-0.0679086	-0.00550746	0.00217135	-2.74873	-0.0179247	0.0326093	-0.00381739
1.39987e+09	0.00820392	0.0383365	0.458511	-0.0810616	-0.0140218	-0.00324019	-2.74919	-0.0216918	0.038558	-0.00407556
1.39987e+09	0.00886178	0.0383534	0.458533	-0.0794029	-0.00204317	-0.00270504	-2.74964	-0.0164931	0.0381113	-0.0045163
1.39987e+09	0.0093742	0.0385059	0.458509	-0.0615902	-0.0183259	0.00285849	-2.7501	-0.0236254	0.0305592	-0.00405765
1.39987e+09	0.00983787	0.0387079	0.458497	-0.0555341	-0.024194	0.00149205	-2.75056	-0.0262376	0.0280923	-0.00370444
1.39987e+09	0.0104517	0.0388604	0.458345	-0.0734669	-0.0182561	0.0181491	-2.75102	-0.0237818	0.0362729	-0.00326909
1.39987e+09	0.0115324	0.0391203	0.458453	-0.130158	-0.0312994	-0.0129576	-2.75148	-0.0295455	0.0610692	-0.00445567
1.39987e+09	0.011972	0.0392237	0.458292	-0.0525072	-0.0123437	0.0192417	-2.75194	-0.0213273	0.027724	-0.00353647
1.39987e+09	0.0130138	0.0392718	0.458357	-0.125075	-0.00577501	-0.00790754	-2.75239	-0.0184759	0.059557	-0.00354267
1.39987e+09	0.0136392	0.0391536	0.458237	-0.0744853	0.0140707	0.0143121	-2.75285	-0.00975396	0.0380041	-0.00305503
1.39987e+09	0.014347	0.0393297	0.458189	-0.0858467	-0.021355	0.00591348	-2.75331	-0.0252612	0.0431313	-0.00305656
1.39987e+09	0.0150552	0.0395575	0.458163	-0.0839622	-0.0270075	0.00305266	-2.75377	-0.0278058	0.0425548	-0.00327122
1.39987e+09	0.0156162	0.0399435	0.457941	-0.0679816	-0.0467631	0.0269095	-2.75423	-0.0367111	0.0359101	-0.00390863
