#curr_Time	 dx[0]	 dx[1]	 dx[2]	 ddx[0]	 ddx[1]	 ddx[2]	 Fext[2]	 rpycmd[0]	 rpycmd[1]	 rpycmd[2]
1399890741470022964	0.01046127081	0.02266263962	0.2921398878	0.002743963281	-0.02309205462	-0.06448670069	-2.490791847	-0.02151639069	0.002781062241	-0.02727017818
1399890741478328964	0.01076894999	0.02287226915	0.2928433418	-0.03704288421	-0.02523824559	-0.08469200299	-2.490850416	-0.02308169676	0.02217745542	-0.02688113569
1399890741486643964	0.0106896162	0.02297055721	0.2933314443	0.009540945063	-0.01182044959	-0.05870082578	-2.490909082	-0.01609480298	-0.0002692695768	-0.02661041019
1399890741503313964	0.01146477461	0.0230936408	0.2944797277	-0.04650023599	-0.007383543815	-0.06888327922	-2.490967978	-0.01467215942	0.02738585669	-0.02604788846
1399890741511640964	0.01157844067	0.02336198092	0.2948755026	-0.01365028918	-0.0322252763	-0.04752906144	-2.491026953	-0.02654795421	0.011222471	-0.0250505578
1399890741519991964	0.0120998621	0.02381587029	0.2955822945	-0.06243933078	-0.05435248101	-0.08463712671	-2.49108607	-0.03788181494	0.03470674077	-0.02586028999
1399890741528307964	0.01192432642	0.02390015125	0.296001792	0.02110808486	-0.01013474771	-0.05044438073	-2.49114527	-0.0155840188	-0.005306948969	-0.02418860503
1399890741536700964	0.01228195429	0.02401036024	0.2966715097	-0.04261000483	-0.01313098315	-0.07979433571	-2.491204604	-0.01772195805	0.02576177809	-0.02332092794
1399890741545042964	0.01246702671	0.02441138029	0.2971962094	-0.02218554403	-0.04807225128	-0.06289833948	-2.491264044	-0.03471490933	0.01559104453	-0.02329335843
1399890741553304964	0.01261413097	0.02476227283	0.2978069782	-0.01780509624	-0.04247107033	-0.07392577843	-2.491323605	-0.03201866706	0.01359025917	-0.02223469781
1399890741561687964	0.01313954592	0.02505499125	0.2985216975	-0.06267597622	-0.03491794886	-0.08525781406	-2.491383309	-0.02890027876	0.03558776988	-0.02239536671
1399890741569997964	0.01323187351	0.02532976866	0.2989504337	-0.01111031416	-0.03306555731	-0.051592311	-2.491443099	-0.02773766454	0.01079906961	-0.02066119661
1399890741578371964	0.0137822628	0.02553313971	0.2995690703	-0.06572616234	-0.02428608035	-0.07387609259	-2.491503013	-0.02398413704	0.0375757737	-0.02053508796
1399890741586642964	0.01397567987	0.02598875761	0.3001127243	-0.02338502782	-0.05508633363	-0.06573030469	-2.491563036	-0.03875824502	0.01686076191	-0.02007673254
1399890741595046964	0.01447194815	0.02650380135	0.300763905	-0.0590513206	-0.06128542654	-0.07748446764	-2.491623189	-0.04223291967	0.03425608499	-0.02015012035
1399890741603325964	0.01497000456	0.02690124512	0.3013929129	-0.06015838733	-0.04800575954	-0.07597552196	-2.491683467	-0.03598884826	0.03516214227	-0.01969651055
1399890741611726964	0.01522582769	0.02718406916	0.3018628955	-0.03045181065	-0.0336658531	-0.05594420479	-2.49174384	-0.02896880903	0.02114874946	-0.01780385188
1399890741619993964	0.01575732231	0.02755624056	0.3023712039	-0.0642916883	-0.04501932284	-0.06148699314	-2.491804314	-0.03489088486	0.03770089606	-0.01770952606
1399890741628345964	0.01608198881	0.0280405283	0.3029680848	-0.03887271274	-0.05798435671	-0.07146527361	-2.491864908	-0.04109422737	0.02536944481	-0.01689139456
1399890741636635964	0.01661217213	0.02847313881	0.3035199046	-0.0639541572	-0.05218429151	-0.06656409077	-2.491925612	-0.03871491018	0.0378254406	-0.01719540858
1399890741645022964	0.01694577932	0.02897441387	0.3040780425	-0.03977741138	-0.05976916735	-0.06654916565	-2.491986427	-0.04239431666	0.02622705498	-0.01602743752
1399890741653338964	0.01723885536	0.02929222584	0.3045437932	-0.03524225917	-0.03821674312	-0.05600630734	-2.492047336	-0.03207972994	0.0244201978	-0.01441755923
1399890741661668964	0.01765757799	0.02961534262	0.3049925566	-0.0502661782	-0.03878903231	-0.05387246344	-2.492108334	-0.03259417737	0.03193278016	-0.01382158494
1399890741669983964	0.01792258024	0.03011095524	0.3055326343	-0.03187096774	-0.05960573477	-0.06495340502	-2.492169441	-0.04270200659	0.02294889861	-0.01302231366
1399890741678323964	0.01833277941	0.03072470427	0.3060526848	-0.04918384266	-0.07358994883	-0.06235527858	-2.492230652	-0.04989237457	0.03141210672	-0.013808125
1399890741686666964	0.01884907484	0.03139281273	0.3065446615	-0.06188380533	-0.08008030177	-0.05896893664	-2.49229196	-0.05343736966	0.03777558181	-0.0138136878
1399890741695023964	0.01931357384	0.03166866302	0.3070589304	-0.05558170718	-0.03300810225	-0.06153714481	-2.492353372	-0.03062291639	0.03527657285	-0.01190770626
1399890741703381964	0.0196493268	0.03234684467	0.3075653911	-0.04017143998	-0.08114160201	-0.0605959037	-2.492414885	-0.05418345401	0.02765079208	-0.01226826845
1399890741711656964	0.01993340254	0.03292274475	0.3080322742	-0.03432926127	-0.06959490607	-0.05642070992	-2.492476492	-0.04883533245	0.02505914095	-0.01156922546
1399890741719985964	0.02036166191	0.0332826972	0.3085378408	-0.05141838896	-0.0432172096	-0.06070017748	-2.492538199	-0.03623108738	0.03369574765	-0.01071257922
