#curr_Time	 dx[0]	 dx[1]	 dx[2]	 ddx[0]	 ddx[1]	 ddx[2]	 Fext[2]	 rpycmd[0]	 rpycmd[1]	 rpycmd[2]
1399897692666744605	7.289648056e-05	-0.0001018047333	-2.205371857e-06	-0.0006004632145	-0.001644125468	-0.0001340319675	-2.452500105	-0.0009654300434	0.0003568528169	-0.0575900767
1399897692675061605	0.0001024007797	8.296966553e-05	2.22325325e-05	-0.00354747162	-0.02221648893	-0.002938309827	-2.452500105	-0.01373601567	0.001438023549	-0.05793334932
1399897692683416605	8.66651535e-05	-0.0001104474068	-8.49366188e-06	0.001883400394	0.02315012984	0.003677624633	-2.452500105	0.01427608267	-0.000278165185	-0.057609803
1399897692691739605	9.703636169e-05	-8.761882782e-05	-8.143484592e-06	-0.001246096995	-0.002742845684	-4.207367728e-05	-2.452500105	-0.00166869891	0.0007263497227	-0.05776827436
1399897692700073605	8.392333984e-05	-7.629394531e-06	6.929039955e-06	0.001573406568	-0.009597780066	-0.001808523572	-2.452500105	-0.005801164755	-0.001246609202	-0.05758537805
1399897692708374605	2.628564835e-05	-7.224082947e-05	-3.862380981e-05	0.006943646599	0.007783777574	0.005487778608	-2.452500105	0.005046407362	-0.003951212498	-0.05767825548
1399897692716814605	0.0001105070114	3.033876419e-05	-2.277642488e-05	-0.009978813559	-0.0121539548	-0.001877648305	-2.452500105	-0.007791048891	0.00573041545	-0.05746547758
1399897692733406605	7.545948029e-05	-2.211332321e-05	2.19643116e-05	0.00211231176	0.003161282906	-0.002696520433	-2.452500105	0.002014584569	-0.001130670461	-0.05776398978
1399897692741708605	5.966424942e-05	-1.007318497e-05	-1.131743193e-05	0.001902587519	-0.00145027426	0.004008895494	-2.452500105	-0.0008152165719	-0.001176944999	-0.05756411447
1399897692750132605	9.614229202e-05	-6.198883057e-06	3.159791231e-05	-0.00433022953	-0.0004599099992	-0.005094387683	-2.452500105	-0.0004326809015	0.00268394545	-0.05769070913
1399897692758387605	9.018182755e-05	-3.331899643e-05	-5.818903446e-06	0.0007220425139	0.003285293438	0.004532621881	-2.452500105	0.00205051933	-0.0002691345802	-0.05764134451
1399897692766769605	5.716085434e-05	-4.887580872e-05	-3.136694431e-06	0.003939471513	0.001855960406	-0.0003199931735	-2.452500105	0.001300052218	-0.002303150439	-0.05774735767
1399897692775041605	3.844499588e-05	-0.0001056194305	2.484768629e-05	0.002262573858	0.006859778066	-0.003383052313	-2.452500105	0.004328213299	-0.00111273455	-0.0574403485
1399897692783417605	7.849931717e-05	-6.04391098e-05	9.708106518e-06	-0.00478196516	-0.005393942844	0.001807468974	-2.452500105	-0.003429360235	0.002780653952	-0.05771579653
1399897692791693605	9.244680405e-05	-0.0001267194748	-2.674758434e-05	-0.001685296151	0.008008757778	0.004404996831	-2.452500105	0.004909497994	0.001372741154	-0.05750851212
1399897692800061605	0.0001240968704	-0.0001223087311	3.269314766e-05	-0.003782266796	-0.000527095561	-0.007103324976	-2.452500105	-0.0003840719483	0.002367561832	-0.05756784967
1399897692808384605	4.422664642e-05	-5.042552948e-05	1.731514931e-05	0.009596379157	-0.008636741242	0.001847661062	-2.452500105	-0.004907588713	-0.006137654396	-0.05770437811
1399897692816706605	9.119510651e-05	-0.0001303553581	2.451986074e-05	-0.00564389056	0.009604641169	-0.0008657427303	-2.452500105	0.005740551775	0.003844858484	-0.05776143554
1399897692825014605	5.543231964e-05	-6.645917892e-05	-5.170702934e-06	0.004304654767	-0.007690983183	0.003573760259	-2.452500105	-0.00450864202	-0.002866037578	-0.05779820313
1399897692833358605	8.726119995e-05	-7.623434067e-05	5.724281073e-05	-0.003814612681	0.001171528988	-0.007480105438	-2.452500105	0.0006231664644	0.002422813374	-0.05775736531
1399897692841676605	6.967782974e-05	4.529953003e-06	-3.349781036e-05	0.002113846771	-0.009709363983	0.01090870332	-2.452500105	-0.005872127951	-0.001594825879	-0.05778119907
1399897692850092605	4.56571579e-05	-4.172325134e-05	1.516193151e-05	0.002854188504	0.0054959064	-0.005781856427	-2.452500105	0.003476162899	-0.001517929435	-0.05765846902
1399897692858430605	6.484985352e-05	-8.302927017e-05	2.236664295e-05	-0.002301841473	0.004953963171	-0.0008640841244	-2.452500105	0.002991474793	0.001622655162	-0.05776074312
1399897692866708605	8.028745651e-05	-0.0001099705696	-4.447996616e-05	-0.001864919355	0.003254608295	0.00807531682	-2.452500105	0.001989223573	0.001308399788	-0.05760622566
1399897692875027605	0.0001645684242	-7.373094559e-05	5.553662777e-05	-0.01013097183	-0.004356174591	-0.01202246869	-2.452500105	-0.002971470351	0.006119884395	-0.0578378655
1399897692883410605	6.324052811e-05	-4.345178604e-05	-3.598630428e-06	0.01208725577	-0.003611956429	0.007054158016	-2.452500105	-0.001756573052	-0.007478559871	-0.0577997137
1399897692891768605	0.0001056194305	-3.427267075e-05	3.665685654e-06	-0.005070458695	-0.001098242812	-0.0008691450822	-2.452500105	-0.000831984985	0.003122459705	-0.05767081861
1399897692900100605	0.0001178979874	-0.0001318454742	-1.553446054e-05	-0.001473660114	0.01171059032	0.00230438235	-2.452500105	0.007178455196	0.001388609539	-0.05748394547
1399897692908352605	0.0001241564751	-4.237890244e-05	-3.147870302e-05	-0.0007584294011	-0.01084192887	0.001932189188	-2.452500105	-0.006627943672	0.0001571805982	-0.05783305887
1399897692916747605	-1.150369644e-05	-4.756450653e-05	1.595169306e-05	0.01615972281	0.0006177046946	-0.005649867939	-2.452500105	0.0009761895547	-0.009838973608	-0.05777868576
1399897692925011605	8.362531662e-05	-0.0001109838486	-1.733750105e-05	-0.01151116496	0.007674109976	0.004028186487	-2.452500105	0.004348496859	0.007360093698	-0.05764377073
1399897692933369605	0.0001028776169	-0.0001381635666	5.678087473e-05	-0.002303457325	0.003251939754	-0.008867954131	-2.452500105	0.001981595714	0.001585909058	-0.05765401322
1399897692941696605	0.0001120567322	5.066394806e-06	5.4910779e-06	-0.001102330642	-0.01720065281	0.006159451412	-2.452500105	-0.01056157394	0.0001332038473	-0.05785261284
1399897692950069605	0.000135242939	-0.0001015663147	3.196299076e-06	-0.002769156297	0.01273527151	0.0002740681682	-2.452500105	0.007736189791	0.002225743287	-0.0576252912
1399897692958368605	7.152557373e-05	-2.39610672e-05	1.55121088e-05	0.007677832682	-0.009351298552	-0.001484033843	-2.452500105	-0.00542489376	-0.00497223301	-0.05776943493
1399897692966724605	7.951259613e-05	-7.516145706e-05	2.792477608e-05	-0.0009558320018	0.006127311116	-0.001485462794	-2.452500105	0.003749629583	0.0008503576341	-0.05761168165
1399897692975029605	5.769729614e-05	-6.496906281e-06	-2.920627594e-06	0.002626743986	-0.008267784349	0.00371404375	-2.452500105	-0.004957394123	-0.00186163759	-0.05773597847
1399897692983388605	0.0001189112663	-5.304813385e-06	-3.974884748e-05	-0.007323160297	-0.000142612664	0.004405839989	-2.452500105	-0.0003476438108	0.004543317571	-0.05792093773
1399897692991702605	6.836652756e-05	-8.797645569e-05	-1.518428326e-05	0.006079550343	0.009943792836	-0.002954639959	-2.452500105	0.006333250752	-0.003315156492	-0.05761496678
1399897693000154605	9.727478027e-05	-8.296966553e-05	3.350526094e-05	-0.003420310296	-0.0005923836389	-0.005760754584	-2.452500105	-0.0004347049118	0.002127343286	-0.05774753771
1399897693008347605	0.0001080036163	-0.0001474022865	-5.36441803e-06	-0.001309509952	0.007864334769	0.004744245431	-2.452500105	0.004846799589	0.001148579579	-0.05756544465
1399897693016729605	8.809566498e-05	-0.0001236796379	-3.427267075e-06	0.002375060443	-0.002830161845	-0.0002311061808	-2.452500105	-0.001572178633	-0.001491467198	-0.05747736186
1399897693025093605	4.702806473e-05	-3.975629807e-05	3.053247929e-05	0.004910065278	-0.0100339215	-0.004060246287	-2.452500105	-0.005925837113	-0.003319217143	-0.05771842171
