#Time	 Roll 	 Pitch 	 Yaw
1399407576771287582	-0.00419889	0.0174462	0.366444
1399407576841187586	-0.0042472	0.0174153	0.366415
1399407576858101513	-0.00426409	0.0173891	0.366393
1399407576875215293	-0.00430463	0.0173728	0.36638
1399407576942086462	-0.00435729	0.0173398	0.366347
1399407576959031947	-0.00438482	0.0173115	0.366317
1399407576975141049	-0.00440543	0.0172882	0.36629
1399407577020900779	-0.00441981	0.0172741	0.366278
1399407577115991950	-0.00442421	0.0172535	0.36625
1399407577173953797	-0.00449756	0.0172379	0.366246
1399407577189925470	-0.0045328	0.0172001	0.366207
1399407577230926401	-0.00454561	0.0171825	0.36617
1399407577267845251	-0.00458652	0.0171436	0.366163
1399407577329961609	-0.0046135	0.0171397	0.366164
1399407577372608603	-0.00463785	0.0171201	0.366176
1399407577389544201	-0.00465081	0.0170818	0.36619
1399407577442635758	-0.00468289	0.017056	0.3662
1399407577459478573	-0.00469373	0.0170164	0.366188
1399407577485379870	-0.00470933	0.0169796	0.366197
1399407577576318944	-0.00478798	0.016947	0.366141
1399407577675294458	-0.00482562	0.0169411	0.366123
1399407577695259900	-0.00484097	0.0169414	0.366093
1399407577714251201	-0.00485911	0.0169355	0.366064
1399407577780291140	-0.00489886	0.0169129	0.366014
1399407577820150522	-0.00493575	0.0168856	0.366012
1399407577885309233	-0.00495043	0.0168664	0.366002
1399407577901159141	-0.00495713	0.0168387	0.365977
1399407577918214376	-0.00499346	0.0168208	0.365976
1399407577940209712	-0.00502904	0.0167992	0.365963
1399407578011093252	-0.00506939	0.016776	0.365975
1399407578027979039	-0.00509271	0.0167283	0.365968
1399407578093945921	-0.00510496	0.0167036	0.365976
1399407578110922514	-0.00512146	0.0166751	0.365983
1399407578138947343	-0.00515537	0.0166605	0.365971
1399407578209878976	-0.00515456	0.0166333	0.365965
1399407578252857242	-0.00515559	0.0166292	0.365929
1399407578269733813	-0.00515537	0.0166195	0.365908
1399407578286773725	-0.00518664	0.0165955	0.36588
1399407578374726041	-0.00518586	0.0165938	0.365906
1399407578391666253	-0.00520323	0.0165649	0.365943
1399407578441627021	-0.00518374	0.0165582	0.36596
1399407578464646111	-0.00517812	0.0165412	0.365993
1399407578492641940	-0.00518348	0.0165318	0.365983
1399407578524602614	-0.00518112	0.0165056	0.365992
1399407578618526887	-0.00519812	0.0164768	0.365994
1399407578635502475	-0.00520283	0.0164654	0.366035
1399407578678481948	-0.00522187	0.0164431	0.366048
1399407578699485830	-0.00524048	0.0164215	0.366098
1399407578775463808	-0.0052445	0.0164218	0.366123
1399407578793435200	-0.00525962	0.0164007	0.366144
