#Time	 Roll 	 Pitch 	 Yaw
1400051976903548800	-0.004606535193	-0.02163432911	0.4467966557
1400051976972381643	-0.004575452302	-0.02149104513	0.4468691349
1400051977083347316	-0.004522219766	-0.02136969939	0.4469538331
1400051977089282932	-0.004511673003	-0.02127518505	0.4476984739
1400051977168250492	-0.00443943264	-0.02115198039	0.4471071959
1400051977217239040	-0.004428604618	-0.02107249573	0.4470172822
1400051977285688913	-0.004358849488	-0.020927459	0.447093904
1400051977321290220	-0.004225442186	-0.02099706233	0.4484995902
1400051977414169040	-0.004401107319	-0.02079015225	0.4501791894
1400051977495327256	-0.004094881006	-0.02071242593	0.4513579607
1400051977503173141	-0.004053586628	-0.02041696012	0.4525249898
1400051977599094569	-0.003318904899	-0.02018983662	0.4538318515
1400051977635951085	-0.0014484782	-0.01921182312	0.4548599422
1400051977748009295	-0.001165375928	-0.01837828197	0.4562253058
1400051977754096284	-0.002271754434	-0.01883390732	0.4576811492
1400051977800964527	-0.0005979837733	-0.01794289239	0.4590473473
1400051977914899172	0.001597262337	-0.0164528098	0.4605744183
1400051977922847177	0.00313160033	-0.01209702808	0.4626737237
1400051978063667845	0.01035114564	-0.009283890016	0.4653882086
1400051978069865029	0.02206439897	-0.01068448648	0.4666179419
1400051978169685607	0.03218118474	-0.009812281467	0.4693560302
1400051978175768288	0.02035727724	-0.001990073826	0.4777098298
1400051978233708111	-0.00463445764	0.003485507797	0.4887260199
1400051978379615574	-0.01590191759	0.003036485054	0.5021589398
1400051978386605669	-0.01663892344	0.005101133138	0.5153946877
1400051978430382406	-0.01737174951	0.00826175604	0.5273607969
1400051978479572402	-0.0172823891	0.009031500667	0.5378223062
1400051978554452915	-0.01949585788	0.008565563709	0.5461730957
1400051978584424240	-0.0185207054	0.008351970464	0.5526502728
1400051978689417510	-0.01709596068	0.009572212584	0.555983007
1400051978697351298	-0.02473594621	0.0007424094365	0.556094408
1400051978781364086	-0.03365646303	-0.01152917184	0.5540179014
1400051978865614057	-0.0407631509	-0.01969783381	0.5492235422
1400051978881192355	-0.03534814715	-0.0184899345	0.5422331095
1400051979011215792	-0.01993014291	-0.01853208803	0.5336611271
1400051979017202336	-0.006079271901	-0.02501789294	0.5255233645
1400051979074199880	0.00328938826	-0.02152280137	0.518009603
1400051979185116235	0.006698323879	-0.02115041018	0.5124552846
1400051979192106781	0.004371586256	-0.02830710076	0.5092827678
1400051979285867598	0.003995626699	-0.02860527113	0.5069745779
1400051979301000974	0.00291973725	-0.02628030255	0.5068864822
1400051979404914890	-0.001301983488	-0.02364022844	0.5084462762
1400051979425926504	-0.004469424952	-0.02250084467	0.5110229254
1400051979493868404	-0.0008143222658	-0.01591687091	0.5138581395
1400051979535828808	0.00268196431	-0.005216471385	0.5163552165
1400051979620815094	0.001916158129	0.005887233187	0.5190644264
1400051979702834796	0.001083123614	0.01226228662	0.5217387676
1400051979717793958	-0.00088537595	0.01421911456	0.5243242979
1400051979850694281	-0.004750790074	0.01633847505	0.5295752287
1400051979926731070	-0.009731746279	0.01866434887	0.5317789316
1400051980039566677	-0.01373385638	0.01733133197	0.5343025923
1400051980045495043	-0.009750589728	0.01609104313	0.5366985798
1400051980110466041	-0.003295437433	0.01826456748	0.5392263532
1400051980159423597	-0.003059445182	0.01960619539	0.5417504311
1400051980271475354	-0.006685565226	0.01881054789	0.5438934565
1400051980277344729	-0.00747783063	0.01588821225	0.5451937318
1400051980371382977	-0.005265278742	0.009249879047	0.5456539392
1400051980379315882	-0.006114223506	-0.00635843724	0.5455631018
1400051980477249906	-0.01086647157	-0.02066178434	0.5453656316
1400051980549229695	-0.0152490288	-0.02555584349	0.5447205901
1400051980581144556	-0.01588390395	-0.0248216968	0.5432609916
1400051980694118606	-0.01143061649	-0.01444254536	0.5418046713
1400051980700100750	-0.005547238048	-0.004471804947	0.5414941907
1400051980792185381	0.0003668746212	-0.007064436562	0.5422058105
1400051980799989720	0.006034036633	-0.02088036947	0.5428705215
1400051980896921779	0.008649401367	-0.03054222465	0.5436053276
1400051980958884560	0.007433705032	-0.03032567725	0.5445581675
1400051981000958569	0.007073162589	-0.02269109897	0.5461652279
1400051981113785399	0.01028555073	-0.009989606217	0.5487789512
1400051981119737209	0.01190821175	0.003699881025	0.5525357723
1400051981163773600	0.007852775045	0.008862116374	0.5570277572
1400051981220641700	0.004612437915	0.006126993336	0.5614042878
1400051981318685589	0.002526541473	0.0008217395516	0.5652576685
1400051981386628855	-0.002058036393	-0.002653314965	0.5683254004
1400051981402452305	-0.00603757659	0.003062588396	0.5705869198
1400051981491515467	-0.01044005621	0.01568390615	0.5733664036
1400051981533452161	-0.01401649509	0.02079434134	0.5769296885
1400051981596453678	-0.01227033697	0.02248443477	0.5801910758
1400051981707405210	-0.002939131577	0.0220004674	0.582113564
1400051981713565393	-0.002285815543	0.02053259499	0.5823348165
1400051981798422639	-0.007877375931	0.01395108737	0.5820354223
1400051981841197995	-0.008178118616	0.004117493052	0.5814047456
1400051981909229380	-0.005137919448	-0.000611394702	0.5813176036
1400051981945262913	-0.007214094047	0.001683474402	0.5809745193
1400051982050260417	-0.007990607992	0.004421125632	0.5807962418
1400051982058195083	-0.01109691709	0.004381279461	0.5806976557
1400051982122078150	-0.01583095267	-0.0003466717899	0.5797418952
1400051982271559472	-0.01324340422	-0.004713552538	0.5783218741
1400051982275981638	-0.007903276943	-0.005947855767	0.5756497383
1400051982352955751	-0.00419278862	-0.007269230206	0.5728138089
1400051982366898779	-0.004762947094	-0.009940367192	0.5706788898
1400051982443979408	-0.01143155992	-0.01541554183	0.5700891614
1400051982536856257	-0.0125556048	-0.02179474756	0.5711649656
1400051982553933955	-0.009144592099	-0.02559825964	0.5740552545
1400051982688788478	-0.007515430916	-0.02442701347	0.578109026
1400051982694760612	-0.006008559372	-0.01964501292	0.5833316445
1400051982751589177	-0.003543573665	-0.01094006188	0.5888171196
1400051982787440379	-0.003226745874	-0.004167108797	0.5943297148
1400051982855481253	-0.0009638806805	7.787719369e-05	0.598461628
1400051983003577452	0.003623004537	0.001087643439	0.6018555164
1400051983009511526	0.003638764843	0.002267384902	0.6040536761
1400051983066486874	0.001251081121	0.00630837772	0.6045662165
1400051983081491886	0.0002819637593	0.01033858024	0.6047157645
1400051983174453107	-0.004686725792	0.01515054144	0.6048753262
1400051983209351872	-0.01082661375	0.01765823923	0.6052577496
1400051983287342446	-0.01015855931	0.01711824723	0.6054611206
1400051983317331676	-0.005563872866	0.0160954129	0.6065024137
1400051983386201216	0.00215437822	0.01679075882	0.609210968
1400051983512227595	0.01424390543	0.02297654934	0.6127420068
1400051983518148026	0.02543676831	0.02887856402	0.6172090769
1400051983589027715	0.03012205847	0.02842290886	0.6230320334
1400051983632134295	0.02987247705	0.01608397439	0.6287047267
1400051983743080883	0.02519579418	0.0008137450786	0.6337131262
1400051983750019327	0.01561155356	-0.005093609449	0.6371796131
1400051983805994895	0.01181593351	-0.006116253324	0.6387367845
1400051983897888631	0.017316496	-0.01251932513	0.638279438
1400051983946972319	0.01779762283	-0.01778277196	0.6364709139
1400051984030609738	0.005777381361	-0.0171103254	0.6348907948
1400051984038647398	-0.01227544714	-0.01775356196	0.6328371763
1400051984106608962	-0.02270984091	-0.01582777128	0.6305620074
1400051984155571606	-0.02790106274	-0.009250346571	0.6290551424
