#Time	 SERVO_1	 SERVO_2	 SERVO_3	 SERVO_4
1399090469606920476	1175	1175	1175	1175
1399090469631967215	1175	1175	1175	1175
1399090469679913027	1175	1175	1175	1175
1399090469736859812	1175	1175	1175	1175
1399090469791832745	1175	1175	1175	1175
1399090469827775184	1175	1175	1175	1175
1399090469842691988	1175	1175	1175	1175
1399090469891856795	1175	1175	1175	1175
1399090469951698946	1175	1175	1175	1175
1399090469961676168	1175	1175	1175	1175
1399090470024757553	1175	1175	1175	1175
1399090470034552243	1175	1175	1175	1175
1399090470070646731	1175	1175	1175	1175
1399090470107643886	1175	1175	1175	1175
1399090470157538325	1175	1175	1175	1175
1399090470212487474	1175	1175	1175	1175
1399090470417163337	1175	1175	1175	1175
1399090470506187301	1175	1175	1175	1175
1399090470516133889	1175	1175	1175	1175
1399090470527077199	1175	1175	1175	1175
1399090470538197042	1175	1175	1175	1175
1399090470632014025	1175	1175	1175	1175
1399090470641994985	1175	1175	1175	1175
1399090470682996554	1175	1175	1175	1175
1399090470731946012	1175	1175	1175	1175
1399090470794007483	1175	1175	1175	1175
1399090470803950053	1175	1175	1175	1175
1399090470818905247	1175	1175	1175	1175
1399090470925815076	1175	1175	1175	1175
1399090470935815735	1175	1175	1175	1175
1399090471002902743	1175	1175	1175	1175
1399090471012813759	1175	1175	1175	1175
1399090471032846429	1175	1175	1175	1175
1399090471111865300	1175	1175	1175	1175
1399090471156749952	1175	1175	1175	1175
1399090471177761501	1175	1175	1175	1175
1399090471187810810	1175	1175	1175	1175
1399090471255855142	1175	1175	1175	1175
1399090471318764479	1175	1175	1175	1175
1399090471354556815	1175	1175	1175	1175
1399090471365584020	1175	1175	1175	1175
1399090471418623477	1175	1175	1175	1175
1399090471472558742	1175	1175	1175	1175
1399090471482593725	1175	1175	1175	1175
1399090471497443901	1175	1175	1175	1175
1399090471558412242	1175	1175	1175	1175
1399090471631420669	1175	1175	1175	1175
1399090471641390123	1175	1175	1175	1175
1399090471675349302	1175	1175	1175	1175
1399090471731337429	1175	1175	1175	1175
1399090471813374197	1175	1175	1175	1175
1399090471824437477	1175	1175	1175	1175
1399090471837347073	1175	1175	1175	1175
1399090471886284178	1175	1175	1175	1175
1399090471948311885	1175	1175	1175	1175
1399090471958277963	1175	1175	1175	1175
1399090472012409114	1175	1175	1175	1175
1399090472030227136	1175	1175	1175	1175
1399090472068235680	1175	1175	1175	1175
1399090472157136685	1175	1175	1175	1175
1399090472167152503	1175	1175	1175	1175
1399090472269067839	1175	1175	1175	1175
1399090472286857149	1175	1175	1175	1175
1399090472296942396	1175	1175	1175	1175
1399090472310835883	1175	1175	1175	1175
1399090472372838337	1175	1175	1175	1175
1399090472392837764	1175	1175	1175	1175
1399090472440821560	1175	1175	1175	1175
1399090472472761813	1175	1175	1175	1175
1399090472526866246	1175	1175	1175	1175
1399090472540878349	1175	1175	1175	1175
1399090472579680103	1175	1175	1175	1175
1399090472708596833	1175	1175	1175	1175
1399090472718602546	1175	1175	1175	1175
1399090472728580581	1175	1175	1175	1175
1399090472781683794	1175	1175	1175	1175
1399090472835618195	1175	1175	1175	1175
1399090472845566636	1175	1175	1175	1175
1399090472879450003	1175	1175	1175	1175
1399090472908488299	1175	1175	1175	1175
1399090472995424745	1175	1175	1175	1175
1399090473006345809	1175	1175	1175	1175
1399090473021318390	1175	1175	1175	1175
1399090473130240177	1175	1175	1175	1175
1399090473140207818	1175	1175	1175	1175
1399090473150170426	1175	1175	1175	1175
1399090473210185783	1175	1175	1175	1175
1399090473229173764	1175	1175	1175	1175
1399090473310223194	1175	1175	1175	1175
1399090473346153078	1175	1175	1175	1175
1399090473357118426	1175	1175	1175	1175
1399090473410036198	1175	1175	1175	1175
1399090473459070013	1175	1175	1175	1175
1399090473522029883	1175	1175	1175	1175
1399090473557949109	1175	1175	1175	1175
1399090473567950030	1175	1175	1175	1175
1399090473624938120	1175	1175	1175	1175
1399090473635916753	1175	1175	1175	1175
1399090473669894340	1175	1175	1175	1175
1399090473732871896	1175	1175	1175	1175
1399090473768928954	1175	1175	1175	1175
1399090473780815913	1175	1175	1175	1175
1399090473830766079	1175	1175	1175	1175
1399090473879809231	1175	1175	1175	1175
1399090473936882472	1175	1175	1175	1175
1399090474018862399	1175	1175	1175	1175
1399090474028785304	1175	1175	1175	1175
1399090474041865714	1175	1175	1175	1175
1399090474090576873	1175	1175	1175	1175
1399090474150563508	1175	1175	1175	1175
1399090474161519095	1175	1175	1175	1175
1399090474213704881	1175	1175	1175	1175
1399090474231444679	1175	1175	1175	1175
1399090474301573008	1175	1175	1175	1175
1399090474362487218	1175	1175	1175	1175
1399090474373970191	1175	1175	1175	1175
1399090474432326582	1175	1175	1175	1175
1399090474443271519	1175	1175	1175	1175
1399090474468300158	1175	1175	1175	1175
1399090474523271107	1175	1175	1175	1175
1399090474545251506	1175	1175	1175	1175
1399090474622178333	1175	1175	1175	1175
1399090474658221116	1175	1175	1175	1175
1399090474676152526	1175	1175	1175	1175
1399090474722172056	1175	1175	1175	1175
1399090474778103592	1175	1175	1175	1175
1399090474833029671	1175	1175	1175	1175
1399090474869010123	1175	1175	1175	1175
1399090474884030326	1175	1175	1175	1175
1399090474932074009	1175	1175	1175	1175
1399090474993949430	1175	1175	1175	1175
1399090475003845992	1175	1175	1175	1175
1399090475018851528	1175	1175	1175	1175
1399090475123835491	1175	1175	1175	1175
1399090475133826611	1175	1175	1175	1175
1399090475202835240	1175	1175	1175	1175
1399090475213705370	1175	1175	1175	1175
1399090475238701746	1175	1175	1175	1175
1399090475338660763	1175	1175	1175	1175
1399090475348717699	1175	1175	1175	1175
1399090475358647183	1175	1175	1175	1175
1399090475410598969	1175	1175	1175	1175
1399090475459567517	1175	1175	1175	1175
1399090475522559788	1175	1175	1175	1175
1399090475558524967	1175	1175	1175	1175
1399090475568466728	1175	1175	1175	1175
1399090475623473647	1175	1175	1175	1175
1399090475634448857	1175	1175	1175	1175
1399090475669597136	1175	1175	1175	1175
1399090475759564818	1175	1175	1175	1175
1399090475769317101	1175	1175	1175	1175
1399090475779461441	1175	1175	1175	1175
1399090475829334806	1175	1175	1175	1175
1399090475878348638	1175	1175	1175	1175
1399090475941311987	1175	1175	1175	1175
1399090475977262927	1175	1175	1175	1175
1399090475988206604	1175	1175	1175	1175
1399090476050311011	1175	1175	1175	1175
1399090476069248475	1175	1175	1175	1175
1399090476147106843	1175	1175	1175	1175
1399090476190105084	1175	1175	1175	1175
1399090476248046227	1175	1175	1175	1175
1399090476297137361	1175	1175	1175	1175
1399090476358125157	1175	1175	1175	1175
1399090476369032567	1175	1175	1175	1175
1399090476402930756	1175	1175	1175	1175
1399090476458936815	1175	1175	1175	1175
1399090476512881948	1175	1175	1175	1175
1399090476522817126	1175	1175	1175	1175
1399090476537874184	1175	1175	1175	1175
1399090476644778468	1175	1175	1175	1175
1399090476654698956	1175	1175	1175	1175
1399090476670664108	1175	1175	1175	1175
1399090476716728754	1175	1175	1175	1175
1399090476773878471	1175	1175	1175	1175
1399090476829590500	1175	1175	1175	1175
1399090476864670142	1175	1175	1175	1175
1399090476878651833	1175	1175	1175	1175
1399090476927623869	1175	1175	1175	1175
1399090476989671115	1175	1175	1175	1175
1399090476999732020	1175	1175	1175	1175
1399090477062504933	1175	1175	1175	1175
1399090477072599261	1175	1175	1175	1175
1399090477150532361	1175	1175	1175	1175
1399090477160496423	1175	1175	1175	1175
1399090477198530021	1175	1175	1175	1175
1399090477250355829	1175	1175	1175	1175
1399090477284372886	1175	1175	1175	1175
1399090477302426134	1175	1175	1175	1175
1399090477350384826	1175	1175	1175	1175
1399090477407311211	1175	1175	1175	1175
1399090477456388998	1175	1175	1175	1175
1399090477545202814	1175	1175	1175	1175
1399090477555190902	1175	1175	1175	1175
1399090477566164198	1175	1175	1175	1175
1399090477590088520	1175	1175	1175	1175
1399090477672102063	1175	1175	1175	1175
1399090477682027754	1175	1175	1175	1175
1399090477725994904	1175	1175	1175	1175
1399090477747932224	1175	1175	1175	1175
1399090477832854332	1175	1175	1175	1175
1399090477842908324	1175	1175	1175	1175
1399090477857851631	1175	1175	1175	1175
1399090477964977747	1175	1175	1175	1175
1399090477974951099	1175	1175	1175	1175
1399090478042983895	1175	1175	1175	1175
1399090478052806864	1175	1175	1175	1175
1399090478071874173	1175	1175	1175	1175
1399090478152810729	1175	1175	1175	1175
1399090478186641216	1175	1175	1175	1175
1399090478201748462	1175	1175	1175	1175
1399090478251666805	1175	1175	1175	1175
1399090478273755991	1175	1175	1175	1175
1399090478360674001	1175	1175	1175	1175
1399090478395480380	1175	1175	1175	1175
1399090478406492323	1175	1175	1175	1175
1399090478459397921	1175	1175	1175	1175
1399090478513450338	1175	1175	1175	1175
1399090478523371370	1175	1175	1175	1175
1399090478538355185	1175	1175	1175	1175
1399090478645294816	1175	1175	1175	1175
1399090478655290099	1175	1175	1175	1175
1399090478671388686	1175	1175	1175	1175
1399090478717269521	1175	1175	1175	1175
1399090478774200366	1175	1175	1175	1175
1399090478856181990	1175	1175	1175	1175
1399090478866331282	1175	1175	1175	1175
1399090478879261026	1175	1175	1175	1175
1399090478928319192	1175	1175	1175	1175
1399090478990185742	1175	1175	1175	1175
1399090479000174215	1175	1175	1175	1175
1399090479051147015	1175	1175	1175	1175
1399090479069140516	1175	1175	1175	1175
1399090479139075263	1175	1175	1175	1175
1399090479199020593	1175	1175	1175	1175
1399090479209999953	1175	1175	1175	1175
1399090479270914367	1175	1175	1175	1175
1399090479281090831	1175	1175	1175	1175
1399090479354854485	1175	1175	1175	1175
1399090479365798531	1175	1175	1175	1175
1399090479379924216	1175	1175	1175	1175
1399090479419891409	1175	1175	1175	1175
1399090479483147601	1175	1175	1175	1175
1399090479509787076	1175	1175	1175	1175
1399090479558846767	1175	1175	1175	1175
1399090479620807648	1175	1175	1175	1175
1399090479631689834	1175	1175	1175	1175
1399090479786445456	1175	1175	1175	1175
1399090479797508606	1175	1175	1175	1175
1399090479807514131	1175	1175	1175	1175
1399090479817469573	1175	1175	1175	1175
1399090479828540864	1175	1175	1175	1175
1399090479873574253	1175	1175	1175	1175
1399090479963543622	1175	1175	1175	1175
1399090479973532794	1175	1175	1175	1175
1399090480040433420	1175	1175	1175	1175
1399090480051380889	1175	1175	1175	1175
1399090480070420562	1175	1175	1175	1175
1399090480218352582	1175	1175	1175	1175
1399090480228228823	1175	1175	1175	1175
