#Time	 Roll 	 Pitch 	 Yaw 	 Thrust
1399582507685985596	1520	1516	1926	1105
1399582507786315153	1520	1516	1926	1105
1399582507886667699	1520	1516	1926	1105
1399582507986832960	1520	1516	1926	1105
1399582508086958718	1520	1516	1926	1105
1399582508187104903	1520	1516	1926	1105
1399582508287239321	1520	1516	1926	1105
1399582508387397226	1520	1516	1926	1105
1399582508487569658	1520	1516	1926	1105
1399582508587770380	1520	1516	1926	1105
1399582508687932127	1520	1516	1926	1105
1399582508788087138	1520	1516	1926	1105
1399582508888229801	1520	1516	1926	1105
1399582508988374239	1520	1516	1926	1105
1399582509088503454	1520	1516	1926	1105
1399582509188636897	1520	1516	1926	1105
1399582509288763872	1520	1516	1926	1105
1399582509388900009	1520	1516	1926	1105
1399582509489045426	1520	1516	1926	1105
1399582509589157796	1520	1516	1926	1105
1399582509689291044	1520	1516	1926	1105
1399582509789427782	1520	1516	1926	1105
1399582509889560049	1520	1516	1926	1105
1399582509989802762	1520	1516	1926	1105
1399582510090023292	1520	1516	1926	1105
1399582510190263709	1520	1516	1926	1105
1399582510290488302	1520	1516	1926	1105
1399582510390732793	1520	1516	1926	1105
1399582510490964324	1520	1516	1926	1105
1399582510591210886	1520	1516	1926	1105
1399582510691542183	1520	1516	1513	1105
1399582518536372123	1523	1515	1506	1378
1399582518551365429	1524	1518	1506	1378
1399582518566392630	1522	1517	1506	1378
1399582518591318043	1524	1520	1506	1378
1399582518611410137	1523	1517	1506	1378
1399582518626435694	1522	1516	1506	1434
1399582518641397796	1520	1518	1506	1380
1399582518661340103	1523	1518	1506	1380
1399582518686327762	1525	1513	1506	1380
1399582518711308773	1524	1517	1506	1380
1399582518726334370	1524	1518	1506	1434
1399582518761361965	1522	1514	1506	1382
1399582518786399301	1523	1518	1506	1383
1399582518801259026	1526	1514	1506	1383
1399582518816300798	1521	1519	1506	1383
1399582518836294011	1525	1515	1506	1384
1399582518851289525	1526	1516	1506	1385
1399582518866283799	1523	1521	1506	1385
1399582518891289537	1522	1517	1506	1384
1399582518911341059	1524	1516	1506	1385
1399582518926311515	1524	1517	1506	1434
1399582518961632136	1522	1519	1506	1387
1399582518991461734	1525	1518	1506	1387
1399582519011607536	1523	1517	1506	1387
1399582519026602796	1521	1516	1506	1434
1399582519041613103	1523	1516	1506	1389
1399582519076650865	1523	1517	1506	1388
1399582519091343507	1525	1518	1506	1389
1399582519111396170	1523	1513	1506	1389
1399582519126331209	1524	1516	1506	1435
1399582519141351313	1519	1517	1506	1391
1399582519161310478	1524	1517	1506	1391
1399582519186398529	1528	1520	1506	1391
1399582519211344926	1523	1517	1506	1391
1399582519236341886	1522	1517	1506	1393
1399582519251304854	1520	1513	1506	1394
1399582519266586985	1523	1514	1506	1394
1399582519286525527	1519	1516	1506	1393
