#Time 	 Pos.X 	 Pos.Y 	 Pos.Z 	 Quat.X 	 Quat.Y 	 Quat.Z 	 Quat.W
1399434191449578324	0.626852	0.79269	0.127296	0.00350307	-0.00299391	-0.0171884	0.999842
1399434191474507324	0.626849	0.792683	0.127315	0.00288404	-0.00279929	-0.0172632	0.999843
1399434191482948324	0.626856	0.792687	0.127303	0.00322216	-0.00290102	-0.0172711	0.999841
1399434191499539324	0.626853	0.792687	0.127299	0.00295942	-0.00283919	-0.0172008	0.999844
1399434191507902324	0.626846	0.792693	0.127323	0.00330438	-0.00342896	-0.0172724	0.999839
1399434191516248324	0.62686	0.792697	0.127305	0.003314	-0.0026279	-0.0172383	0.999842
1399434191524576324	0.626844	0.792684	0.127296	0.00318586	-0.00310085	-0.0172548	0.999841
1399434191532943324	0.626851	0.792686	0.127327	0.00317814	-0.00324196	-0.017283	0.99984
1399434191541122324	0.626839	0.792683	0.127317	0.00332406	-0.00360333	-0.0171297	0.999841
1399434191549536324	0.626849	0.792695	0.127304	0.0035782	-0.00268793	-0.0172367	0.999841
1399434191557910324	0.62685	0.792688	0.127319	0.0035088	-0.00256474	-0.0172425	0.999842
1399434191574587324	0.626849	0.792684	0.127306	0.00358416	-0.00344478	-0.0171278	0.999841
1399434191582873324	0.626852	0.792677	0.127314	0.00338565	-0.00291222	-0.0171986	0.999842
1399434191591232324	0.626844	0.792693	0.127311	0.00336032	-0.00297049	-0.0172802	0.999841
1399434191599520324	0.626848	0.792686	0.127317	0.00340223	-0.00292352	-0.017198	0.999842
1399434191607928324	0.62685	0.792682	0.127294	0.00322322	-0.00300076	-0.0172427	0.999842
1399434191624578324	0.626857	0.792696	0.127324	0.00347743	-0.00287006	-0.0172198	0.999842
1399434191632869324	0.626868	0.792685	0.127283	0.00312135	-0.00285016	-0.0172716	0.999842
1399434191641222324	0.626852	0.792677	0.127281	0.00311784	-0.0030451	-0.0172926	0.999841
1399434191649498324	0.626858	0.792689	0.127273	0.00297253	-0.00263268	-0.0172316	0.999844
1399434191657911324	0.626843	0.79269	0.127319	0.0031902	-0.00298479	-0.0172617	0.999841
1399434191674559324	0.626854	0.792684	0.127332	0.00322851	-0.0035759	-0.0172581	0.999839
1399434191682839324	0.626838	0.792695	0.12733	0.0030082	-0.00332184	-0.0171655	0.999843
1399434191699527324	0.626851	0.79269	0.127333	0.0032133	-0.00278485	-0.017231	0.999842
1399434191716195324	0.626861	0.792695	0.12731	0.00359364	-0.00261731	-0.0172335	0.999842
1399434191732827324	0.626854	0.792696	0.127339	0.00309495	-0.00283946	-0.0173228	0.999841
1399434191741164324	0.626851	0.792682	0.127312	0.00317515	-0.00329044	-0.0171951	0.999842
1399434191749568324	0.626844	0.792701	0.127332	0.00347025	-0.00314772	-0.0172135	0.999841
1399434191757873324	0.62684	0.792692	0.127315	0.00355526	-0.00279611	-0.0172187	0.999842
1399434191766231324	0.626848	0.792682	0.127303	0.00331224	-0.00313152	-0.0172996	0.99984
1399434191774569324	0.626849	0.792694	0.127348	0.00373398	-0.00295633	-0.017194	0.999841
1399434191782906324	0.626847	0.792692	0.127307	0.00340584	-0.00282988	-0.0172234	0.999842
1399434191791204324	0.626851	0.792684	0.127315	0.00371641	-0.00251776	-0.017167	0.999843
1399434191799567324	0.626853	0.792686	0.127294	0.00318576	-0.00320909	-0.0172151	0.999842
1399434191807861324	0.626851	0.792688	0.127284	0.00311856	-0.00343157	-0.017223	0.999841
1399434191824555324	0.626865	0.792683	0.127259	0.003076	-0.00259295	-0.0171835	0.999844
1399434191832917324	0.626849	0.792691	0.127347	0.00334993	-0.00318661	-0.0171839	0.999842
1399434191841199324	0.626839	0.792672	0.127314	0.00289893	-0.00322186	-0.0172537	0.999842
1399434191857820324	0.626855	0.792695	0.127316	0.00318161	-0.00325927	-0.0172559	0.999841
1399434191874536324	0.626852	0.792704	0.127319	0.00327438	-0.00310372	-0.0171932	0.999842
1399434191882881324	0.62685	0.79269	0.127317	0.00315103	-0.00274287	-0.0172318	0.999843
1399434191891233324	0.626863	0.79269	0.127296	0.00350868	-0.00273465	-0.0172062	0.999842
1399434191907865324	0.626837	0.792698	0.127352	0.00302144	-0.00341517	-0.0172207	0.999841
1399434191924550324	0.626852	0.792685	0.127304	0.00337473	-0.00285572	-0.0172636	0.999841
1399434191932909324	0.626848	0.792698	0.12734	0.00358562	-0.00345895	-0.0171511	0.99984
1399434191957845324	0.626851	0.792693	0.127288	0.0030483	-0.00302642	-0.0171365	0.999844
1399434191966205324	0.626852	0.792693	0.127308	0.00321507	-0.00301649	-0.0172355	0.999842
1399434191982879324	0.62686	0.792682	0.127276	0.00362347	-0.00292129	-0.0172026	0.999841
1399434191991229324	0.626849	0.792695	0.127333	0.0032062	-0.00325068	-0.0172146	0.999841
1399434191999563324	0.626838	0.792683	0.127327	0.00296856	-0.0033651	-0.0172767	0.999841
1399434192007881324	0.626847	0.792688	0.127317	0.00327162	-0.00295403	-0.0172113	0.999842
1399434192016224324	0.626846	0.792686	0.127324	0.00297572	-0.0030857	-0.0172592	0.999842
1399434192024557324	0.626849	0.792693	0.127313	0.00302027	-0.00336268	-0.0171549	0.999843
1399434192032913324	0.626864	0.792685	0.127304	0.00370801	-0.00286111	-0.0172256	0.999841
1399434192041200324	0.62686	0.792686	0.127294	0.00279093	-0.00274472	-0.0173602	0.999842
1399434192049560324	0.626854	0.79269	0.127329	0.00345941	-0.00297822	-0.0171453	0.999843
1399434192057917324	0.626864	0.792687	0.127286	0.00310506	-0.00321188	-0.0172566	0.999841
1399434192074575324	0.626848	0.792693	0.127327	0.0033209	-0.0027571	-0.0172206	0.999842
1399434192082864324	0.626854	0.792697	0.12733	0.0028837	-0.00341372	-0.0172664	0.999841
1399434192091233324	0.626845	0.792692	0.127323	0.00305651	-0.00348582	-0.0171887	0.999842
1399434192099580324	0.626857	0.792688	0.127285	0.00317736	-0.00286691	-0.0172564	0.999842
1399434192107929324	0.626846	0.792688	0.127306	0.00345722	-0.00322151	-0.017263	0.99984
1399434192124562324	0.626845	0.792687	0.127306	0.00312451	-0.00263579	-0.0173345	0.999841
1399434192132846324	0.626856	0.792693	0.127287	0.00311851	-0.00332188	-0.0172198	0.999841
1399434192141248324	0.626841	0.792676	0.127318	0.00241431	-0.00261583	-0.0173102	0.999844
1399434192149542324	0.626845	0.792694	0.127353	0.00352082	-0.00348452	-0.017286	0.999838
1399434192157920324	0.626852	0.79269	0.127323	0.00301499	-0.00282658	-0.0172551	0.999843
1399434192166188324	0.626845	0.792692	0.127305	0.00305215	-0.00344781	-0.0172227	0.999841
